selection_scope,threshold,accuracy,macro_f1,precision,relevant_recall,specificity,tp,tn,fp,fn,medical_fn,medical_n,medical_recall,referral_fraction,referrals,feasible_recall_first,selected_default_0_5,selected_balanced_macro_f1,selected_recall_first
final_all_training,0.008503783724371598,0.6589147286821705,0.49258556520469965,0.6442641946697567,0.9982046678635548,0.11271676300578035,556,39,307,1,0,334,1.0,0.955703211517165,863,True,False,False,False
final_all_training,0.008755995076341182,0.6600221483942414,0.49518440216114634,0.6450116009280742,0.9982046678635548,0.11560693641618497,556,40,306,1,0,334,1.0,0.9545957918050941,862,True,False,False,False
final_all_training,0.009116575837289887,0.6611295681063123,0.4977716545737426,0.645760743321719,0.9982046678635548,0.11849710982658959,556,41,305,1,0,334,1.0,0.9534883720930233,861,True,False,False,False
final_all_training,0.009132288474497588,0.6622369878183831,0.5003474156088481,0.6465116279069767,0.9982046678635548,0.12138728323699421,556,42,304,1,0,334,1.0,0.9523809523809523,860,True,False,False,False
final_all_training,0.009144628656631364,0.6633444075304541,0.5029117774880487,0.6472642607683353,0.9982046678635548,0.12427745664739884,556,43,303,1,0,334,1.0,0.9512735326688815,859,True,False,False,False
final_all_training,0.009157136731038563,0.6644518272425249,0.5054648315002757,0.6480186480186481,0.9982046678635548,0.12716763005780346,556,44,302,1,0,334,1.0,0.9501661129568106,858,True,False,False,False
final_all_training,0.009188926350384838,0.6655592469545958,0.5080066680137402,0.6487747957992999,0.9982046678635548,0.13005780346820808,556,45,301,1,0,334,1.0,0.9490586932447398,857,True,False,False,False
final_all_training,0.009513818564165128,0.6666666666666666,0.5105373764876853,0.6495327102803738,0.9982046678635548,0.1329479768786127,556,46,300,1,0,334,1.0,0.9479512735326688,856,True,False,False,False
final_all_training,0.009600314159522411,0.6677740863787376,0.5130570454839591,0.6502923976608187,0.9982046678635548,0.13583815028901733,556,47,299,1,0,334,1.0,0.946843853820598,855,True,False,False,False
final_all_training,0.009667294660283541,0.6688815060908084,0.5155657626784128,0.6510538641686182,0.9982046678635548,0.13872832369942195,556,48,298,1,0,334,1.0,0.9457364341085271,854,True,False,False,False
final_all_training,0.00979971402161787,0.6699889258028793,0.5180636148721255,0.6518171160609613,0.9982046678635548,0.1416184971098266,556,49,297,1,0,334,1.0,0.9446290143964563,853,True,False,False,False
final_all_training,0.010184443627225303,0.6710963455149501,0.52055068800246,0.6525821596244131,0.9982046678635548,0.14450867052023122,556,50,296,1,0,334,1.0,0.9435215946843853,852,True,False,False,False
final_all_training,0.010251356786019234,0.6722037652270211,0.5230270671539516,0.6533490011750881,0.9982046678635548,0.14739884393063585,556,51,295,1,0,334,1.0,0.9424141749723145,851,True,False,False,False
final_all_training,0.010589463337612228,0.6733111849390919,0.5254928365690346,0.6541176470588236,0.9982046678635548,0.15028901734104047,556,52,294,1,0,334,1.0,0.9413067552602437,850,True,False,False,False
final_all_training,0.010646665901976445,0.6744186046511628,0.527948079658606,0.6548881036513545,0.9982046678635548,0.1531791907514451,556,53,293,1,0,334,1.0,0.9401993355481728,849,True,False,False,False
final_all_training,0.010775267816333903,0.6755260243632336,0.5303928790124333,0.6556603773584906,0.9982046678635548,0.15606936416184972,556,54,292,1,0,334,1.0,0.9390919158361019,848,True,False,False,False
final_all_training,0.010942243655992279,0.6766334440753046,0.532827316409406,0.6564344746162928,0.9982046678635548,0.15895953757225434,556,55,291,1,0,334,1.0,0.937984496124031,847,True,False,False,False
final_all_training,0.011119604911637038,0.6777408637873754,0.5352514728276345,0.6572104018912529,0.9982046678635548,0.16184971098265896,556,56,290,1,0,334,1.0,0.9368770764119602,846,True,False,False,False
final_all_training,0.011654827016844163,0.6788482834994463,0.5376654284544004,0.6579881656804734,0.9982046678635548,0.16473988439306358,556,57,289,1,0,334,1.0,0.9357696566998892,845,True,False,False,False
final_all_training,0.011656035480421911,0.6799557032115172,0.5400692626959579,0.6587677725118484,0.9982046678635548,0.1676300578034682,556,58,288,1,0,334,1.0,0.9346622369878184,844,True,False,False,False
final_all_training,0.01168624108394942,0.6810631229235881,0.5424630541871921,0.6595492289442467,0.9982046678635548,0.17052023121387283,556,59,287,1,0,334,1.0,0.9335548172757475,843,True,False,False,False
final_all_training,0.011746355502760954,0.6821705426356589,0.5448468808011339,0.6603325415676959,0.9982046678635548,0.17341040462427745,556,60,286,1,0,334,1.0,0.9324473975636767,842,True,False,False,False
final_all_training,0.01184579187877079,0.6832779623477298,0.5472208196583355,0.6611177170035671,0.9982046678635548,0.17630057803468208,556,61,285,1,0,334,1.0,0.9313399778516057,841,True,False,False,False
final_all_training,0.012140552844161842,0.6843853820598007,0.549584947136109,0.6619047619047619,0.9982046678635548,0.1791907514450867,556,62,284,1,0,334,1.0,0.9302325581395349,840,True,False,False,False
final_all_training,0.01216586146147975,0.6854928017718716,0.5519393388776295,0.6626936829558999,0.9982046678635548,0.18208092485549132,556,63,283,1,0,334,1.0,0.929125138427464,839,True,False,False,False
final_all_training,0.012225600066848932,0.6866002214839424,0.5542840698009052,0.6634844868735084,0.9982046678635548,0.18497109826589594,556,64,282,1,0,334,1.0,0.9280177187153932,838,True,False,False,False
final_all_training,0.013434805591816847,0.6854928017718716,0.5534746695268209,0.6630824372759857,0.9964093357271095,0.18497109826589594,555,64,282,2,0,334,1.0,0.9269102990033222,837,True,False,False,False
final_all_training,0.013527945971938156,0.6866002214839424,0.5558056626960468,0.6638755980861244,0.9964093357271095,0.18786127167630057,555,65,281,2,0,334,1.0,0.9258028792912514,836,True,False,False,False
final_all_training,0.013609362134723173,0.6877076411960132,0.5581271864067966,0.6646706586826348,0.9964093357271095,0.1907514450867052,555,66,280,2,0,334,1.0,0.9246954595791805,835,True,False,False,False
final_all_training,0.013635675099462419,0.6888150609080842,0.5604393129671814,0.6654676258992805,0.9964093357271095,0.1936416184971098,555,67,279,2,0,334,1.0,0.9235880398671097,834,True,False,False,False
final_all_training,0.013683952397769544,0.689922480620155,0.5627421140011069,0.6662665066026411,0.9964093357271095,0.19653179190751446,555,68,278,2,0,334,1.0,0.9224806201550387,833,True,False,False,False
final_all_training,0.013704601308849654,0.6910299003322259,0.565035660456516,0.6670673076923077,0.9964093357271095,0.1994219653179191,555,69,277,2,0,334,1.0,0.9213732004429679,832,True,False,False,False
final_all_training,0.013856054542099868,0.6921373200442967,0.5673200226135158,0.6678700361010831,0.9964093357271095,0.2023121387283237,555,70,276,2,0,334,1.0,0.920265780730897,831,True,False,False,False
final_all_training,0.014065305606767794,0.6932447397563677,0.5695952700923853,0.6686746987951807,0.9964093357271095,0.20520231213872833,555,71,275,2,0,334,1.0,0.9191583610188261,830,True,False,False,False
final_all_training,0.014172328681627802,0.6943521594684385,0.5718614718614718,0.669481302774427,0.9964093357271095,0.20809248554913296,555,72,274,2,0,334,1.0,0.9180509413067552,829,True,False,False,False
final_all_training,0.01418737391317066,0.6954595791805094,0.5741186962449728,0.6702898550724637,0.9964093357271095,0.21098265895953758,555,73,273,2,0,334,1.0,0.9169435215946844,828,True,False,False,False
final_all_training,0.014723577018142638,0.6965669988925803,0.5763670109306085,0.6711003627569528,0.9964093357271095,0.2138728323699422,555,74,272,2,0,334,1.0,0.9158361018826136,827,True,False,False,False
final_all_training,0.015059974538744691,0.6976744186046512,0.578606482977185,0.6719128329297821,0.9964093357271095,0.21676300578034682,555,75,271,2,0,334,1.0,0.9147286821705426,826,True,False,False,False
final_all_training,0.015210187452062162,0.698781838316722,0.5808371788220517,0.6727272727272727,0.9964093357271095,0.21965317919075145,555,76,270,2,0,334,1.0,0.9136212624584718,825,True,False,False,False
final_all_training,0.015224052811832691,0.6998892580287929,0.5830591642884525,0.6735436893203883,0.9964093357271095,0.22254335260115607,555,77,269,2,0,334,1.0,0.9125138427464009,824,True,False,False,False
final_all_training,0.015487844859490401,0.7009966777408638,0.585272504592774,0.6743620899149453,0.9964093357271095,0.2254335260115607,555,78,268,2,0,334,1.0,0.9114064230343301,823,True,False,False,False
final_all_training,0.015702389790379905,0.7021040974529347,0.5874772643516922,0.6751824817518248,0.9964093357271095,0.22832369942196531,555,79,267,2,0,334,1.0,0.9102990033222591,822,True,False,False,False
final_all_training,0.01594732738836029,0.7032115171650055,0.5896735075892191,0.6760048721071864,0.9964093357271095,0.23121387283236994,555,80,266,2,0,334,1.0,0.9091915836101883,821,True,False,False,False
final_all_training,0.01598747982059752,0.7043189368770764,0.5918612977436506,0.676829268292683,0.9964093357271095,0.23410404624277456,555,81,265,2,0,334,1.0,0.9080841638981174,820,True,False,False,False
final_all_training,0.016016008864334918,0.7054263565891473,0.5940406976744186,0.6776556776556777,0.9964093357271095,0.23699421965317918,555,82,264,2,0,334,1.0,0.9069767441860465,819,True,False,False,False
final_all_training,0.01654745970397894,0.7065337763012182,0.5962117696688463,0.6784841075794621,0.9964093357271095,0.2398843930635838,555,83,263,2,0,334,1.0,0.9058693244739756,818,True,False,False,False
final_all_training,0.01687474370797787,0.707641196013289,0.5983745754488112,0.6793145654834761,0.9964093357271095,0.24277456647398843,555,84,262,2,0,334,1.0,0.9047619047619048,817,True,False,False,False
final_all_training,0.017243266274132765,0.70874861572536,0.6005291761773162,0.6801470588235294,0.9964093357271095,0.24566473988439305,555,85,261,2,0,334,1.0,0.9036544850498339,816,True,False,False,False
final_all_training,0.017343223708123995,0.7098560354374308,0.6026756324649676,0.6809815950920245,0.9964093357271095,0.24855491329479767,555,86,260,2,0,334,1.0,0.902547065337763,815,True,False,False,False
final_all_training,0.018057097878348975,0.7109634551495017,0.6048140043763677,0.6818181818181818,0.9964093357271095,0.2514450867052023,555,87,259,2,0,334,1.0,0.9014396456256921,814,True,False,False,False
final_all_training,0.01838093297532551,0.7120708748615725,0.606944351436416,0.6826568265682657,0.9964093357271095,0.2543352601156069,555,88,258,2,0,334,1.0,0.9003322259136213,813,True,False,False,False
final_all_training,0.018401490876233273,0.7131782945736435,0.6090667326365267,0.6834975369458128,0.9964093357271095,0.25722543352601157,555,89,257,2,0,334,1.0,0.8992248062015504,812,True,False,False,False
final_all_training,0.018564442396434597,0.7142857142857143,0.6111812064407594,0.6843403205918619,0.9964093357271095,0.26011560693641617,555,90,256,2,0,334,1.0,0.8981173864894795,811,True,False,False,False
final_all_training,0.018628205555921973,0.7153931339977851,0.6132878307918675,0.6851851851851852,0.9964093357271095,0.2630057803468208,555,91,255,2,0,334,1.0,0.8970099667774086,810,True,False,False,False
final_all_training,0.018915057004411515,0.716500553709856,0.6153866631172634,0.6860321384425216,0.9964093357271095,0.2658959537572254,555,92,254,2,0,334,1.0,0.8959025470653378,809,True,False,False,False
final_all_training,0.01892336312264389,0.717607973421927,0.6174777603349032,0.6868811881188119,0.9964093357271095,0.26878612716763006,555,93,253,2,0,334,1.0,0.8947951273532669,808,True,False,False,False
final_all_training,0.019240509420750007,0.7187153931339978,0.6195611788590916,0.6877323420074349,0.9964093357271095,0.27167630057803466,555,94,252,2,0,334,1.0,0.893687707641196,807,True,False,False,False
final_all_training,0.019329246277726416,0.7198228128460686,0.6216369746062083,0.6885856079404467,0.9964093357271095,0.2745664739884393,555,95,251,2,0,334,1.0,0.8925802879291251,806,True,False,False,False
final_all_training,0.01935102046278001,0.7209302325581395,0.6237052030003571,0.6894409937888198,0.9964093357271095,0.2774566473988439,555,96,250,2,0,334,1.0,0.8914728682170543,805,True,False,False,False
final_all_training,0.019568079438102657,0.7220376522702104,0.6257659189789397,0.6902985074626866,0.9964093357271095,0.28034682080924855,555,97,249,2,0,334,1.0,0.8903654485049833,804,True,False,False,False
final_all_training,0.02009403067581938,0.7231450719822813,0.6278191769981535,0.6911581569115816,0.9964093357271095,0.2832369942196532,555,98,248,2,0,334,1.0,0.8892580287929125,803,True,False,False,False
final_all_training,0.021079436885941424,0.7242524916943521,0.6298650310384165,0.6920199501246883,0.9964093357271095,0.2861271676300578,555,99,247,2,0,334,1.0,0.8881506090808416,802,True,False,False,False
final_all_training,0.02152429672170866,0.7253599114064231,0.6319035346097202,0.6928838951310862,0.9964093357271095,0.28901734104046245,555,100,246,2,0,334,1.0,0.8870431893687708,801,True,False,False,False
final_all_training,0.0220035576027634,0.7264673311184939,0.63393474075691,0.69375,0.9964093357271095,0.29190751445086704,555,101,245,2,0,334,1.0,0.8859357696566998,800,True,False,False,False
final_all_training,0.0220081880032003,0.7275747508305648,0.6359587020648968,0.6946182728410513,0.9964093357271095,0.2947976878612717,555,102,244,2,0,334,1.0,0.884828349944629,799,True,False,False,False
final_all_training,0.022017533536255195,0.7286821705426356,0.6379754706637976,0.6954887218045113,0.9964093357271095,0.2976878612716763,555,103,243,2,0,334,1.0,0.8837209302325582,798,True,False,False,False
final_all_training,0.022106578333142436,0.7297895902547066,0.6399850982340101,0.6963613550815558,0.9964093357271095,0.30057803468208094,555,104,242,2,0,334,1.0,0.8826135105204873,797,True,False,False,False
final_all_training,0.02247052385081981,0.7308970099667774,0.6419876360112187,0.6972361809045227,0.9964093357271095,0.30346820809248554,555,105,241,2,0,334,1.0,0.8815060908084164,796,True,False,False,False
final_all_training,0.02262528847382806,0.7320044296788483,0.6439831347913354,0.6981132075471698,0.9964093357271095,0.3063583815028902,555,106,240,2,0,334,1.0,0.8803986710963455,795,True,False,False,False
final_all_training,0.022982327270187838,0.7331118493909191,0.6459716449353755,0.698992443324937,0.9964093357271095,0.3092485549132948,555,107,239,2,0,334,1.0,0.8792912513842747,794,True,False,False,False
final_all_training,0.02313681256949903,0.7342192691029901,0.647953216374269,0.699873896595208,0.9964093357271095,0.31213872832369943,555,108,238,2,0,334,1.0,0.8781838316722038,793,True,False,False,False
final_all_training,0.023568225046519602,0.7353266888150609,0.6499278986136096,0.7007575757575758,0.9964093357271095,0.315028901734104,555,109,237,2,0,334,1.0,0.8770764119601329,792,True,False,False,False
final_all_training,0.024508079904055863,0.7364341085271318,0.6518957407383411,0.7016434892541087,0.9964093357271095,0.3179190751445087,555,110,236,2,0,334,1.0,0.875968992248062,791,True,False,False,False
final_all_training,0.025062959075388216,0.7375415282392026,0.6538567914173836,0.7025316455696202,0.9964093357271095,0.3208092485549133,555,111,235,2,0,334,1.0,0.8748615725359912,790,True,False,False,False
final_all_training,0.025302718430061547,0.7386489479512736,0.6558110989081982,0.7034220532319392,0.9964093357271095,0.3236994219653179,555,112,234,2,0,334,1.0,0.8737541528239202,789,True,False,False,False
final_all_training,0.025656431542013282,0.7397563676633444,0.6577587110612939,0.7043147208121827,0.9964093357271095,0.3265895953757225,555,113,233,2,0,334,1.0,0.8726467331118494,788,True,False,False,False
final_all_training,0.025789583401911714,0.7408637873754153,0.6596996753246753,0.7052096569250318,0.9964093357271095,0.32947976878612717,555,114,232,2,0,334,1.0,0.8715393133997785,787,True,False,False,False
final_all_training,0.026591947384079332,0.7419712070874862,0.661634038748233,0.7061068702290076,0.9964093357271095,0.33236994219653176,555,115,231,2,0,334,1.0,0.8704318936877077,786,True,False,False,False
final_all_training,0.027060706522406948,0.743078626799557,0.6635618479880775,0.7070063694267515,0.9964093357271095,0.3352601156069364,555,116,230,2,0,334,1.0,0.8693244739756367,785,True,False,False,False
final_all_training,0.02709868946510562,0.7441860465116279,0.6654831493108175,0.7079081632653061,0.9964093357271095,0.33815028901734107,555,117,229,2,0,334,1.0,0.8682170542635659,784,True,False,False,False
final_all_training,0.027945389925994442,0.7452934662236987,0.6673979885977837,0.7088122605363985,0.9964093357271095,0.34104046242774566,555,118,228,2,0,334,1.0,0.867109634551495,783,True,False,False,False
final_all_training,0.028776245021554975,0.7464008859357697,0.6693064113491963,0.7097186700767263,0.9964093357271095,0.3439306358381503,555,119,227,2,0,334,1.0,0.8660022148394242,782,True,False,False,False
final_all_training,0.0297679023667863,0.7475083056478405,0.6712084626882833,0.7106274007682458,0.9964093357271095,0.3468208092485549,555,120,226,2,0,334,1.0,0.8648947951273532,781,True,False,False,False
final_all_training,0.02994760952662116,0.7486157253599114,0.6731041873653423,0.7115384615384616,0.9964093357271095,0.34971098265895956,555,121,225,2,0,334,1.0,0.8637873754152824,780,True,False,False,False
final_all_training,0.03017150664151354,0.7497231450719822,0.6749936297617531,0.7124518613607189,0.9964093357271095,0.35260115606936415,555,122,224,2,0,334,1.0,0.8626799557032115,779,True,False,False,False
final_all_training,0.031157700895548104,0.7508305647840532,0.6768768338939384,0.7133676092544987,0.9964093357271095,0.3554913294797688,555,123,223,2,0,334,1.0,0.8615725359911407,778,True,False,False,False
final_all_training,0.03257454676182928,0.751937984496124,0.6787538434172744,0.7142857142857143,0.9964093357271095,0.3583815028901734,555,124,222,2,0,334,1.0,0.8604651162790697,777,True,False,False,False
final_all_training,0.032904635900763646,0.7530454042081949,0.6806247016299529,0.7152061855670103,0.9964093357271095,0.36127167630057805,555,125,221,2,0,334,1.0,0.8593576965669989,776,True,False,False,False
final_all_training,0.03300451543695868,0.7541528239202658,0.6824894514767932,0.7161290322580646,0.9964093357271095,0.36416184971098264,555,126,220,2,0,334,1.0,0.858250276854928,775,True,False,False,False
final_all_training,0.03345644365381812,0.7530454042081949,0.6814915575942109,0.7157622739018088,0.9946140035906643,0.36416184971098264,554,126,220,3,0,334,1.0,0.8571428571428571,774,True,False,False,False
final_all_training,0.034520909173814604,0.7541528239202658,0.6833480760725343,0.7166882276843467,0.9946140035906643,0.3670520231213873,554,127,219,3,0,334,1.0,0.8560354374307863,773,True,False,False,False
final_all_training,0.03456881097298928,0.7552602436323367,0.6851985935422198,0.7176165803108808,0.9946140035906643,0.3699421965317919,554,128,218,3,0,334,1.0,0.8549280177187154,772,True,False,False,False
final_all_training,0.03494529694775532,0.7563676633444075,0.687043151686243,0.7185473411154345,0.9946140035906643,0.37283236994219654,554,129,217,3,0,334,1.0,0.8538205980066446,771,True,False,False,False
final_all_training,0.03675526033789643,0.7574750830564784,0.6888817918515873,0.7194805194805195,0.9946140035906643,0.37572254335260113,554,130,216,3,0,334,1.0,0.8527131782945736,770,True,False,False,False
final_all_training,0.03763084282855965,0.7585825027685493,0.6907145550527903,0.7204161248374512,0.9946140035906643,0.3786127167630058,554,131,215,3,0,334,1.0,0.8516057585825028,769,True,False,False,False
final_all_training,0.037917154333775335,0.7596899224806202,0.6925414819754443,0.7213541666666666,0.9946140035906643,0.3815028901734104,554,132,214,3,0,334,1.0,0.8504983388704319,768,True,False,False,False
final_all_training,0.03908822420056342,0.760797342192691,0.6943626129796543,0.7222946544980443,0.9946140035906643,0.38439306358381503,554,133,213,3,0,334,1.0,0.8493909191583611,767,True,False,False,False
final_all_training,0.040133550070795956,0.7619047619047619,0.696177988103454,0.7232375979112271,0.9946140035906643,0.3872832369942196,554,134,212,3,0,334,1.0,0.8482834994462901,766,True,False,False,False
final_all_training,0.04036577446651909,0.7630121816168328,0.6979876470661782,0.7241830065359477,0.9946140035906643,0.3901734104046243,554,135,211,3,0,334,1.0,0.8471760797342193,765,True,False,False,False
final_all_training,0.04054709640400665,0.7641196013289037,0.6997916292717951,0.725130890052356,0.9946140035906643,0.3930635838150289,554,136,210,3,0,334,1.0,0.8460686600221484,764,True,False,False,False
final_all_training,0.04110767831416387,0.7652270210409745,0.701589973812196,0.7260812581913499,0.9946140035906643,0.3959537572254335,554,137,209,3,0,334,1.0,0.8449612403100775,763,True,False,False,False
final_all_training,0.04186700351652901,0.7663344407530454,0.703382719470447,0.7270341207349081,0.9946140035906643,0.3988439306358382,554,138,208,3,0,334,1.0,0.8438538205980066,762,True,False,False,False
final_all_training,0.04212608804977797,0.7674418604651163,0.7051699047239981,0.7279894875164258,0.9946140035906643,0.40173410404624277,554,139,207,3,0,334,1.0,0.8427464008859358,761,True,False,False,False
final_all_training,0.043158637261281,0.7685492801771872,0.706951567747856,0.7289473684210527,0.9946140035906643,0.4046242774566474,554,140,206,3,0,334,1.0,0.8416389811738649,760,True,False,False,False
final_all_training,0.04490904303703858,0.769656699889258,0.708727746417716,0.7299077733860343,0.9946140035906643,0.407514450867052,554,141,205,3,0,334,1.0,0.840531561461794,759,True,False,False,False
final_all_training,0.04608444514637106,0.770764119601329,0.710498478313057,0.7308707124010554,0.9946140035906643,0.41040462427745666,554,142,204,3,0,334,1.0,0.8394241417497231,758,True,False,False,False
