selection_scope,outer_fold,embedding,C,class_weight,mean_inner_average_precision,inner_average_precision_0,inner_average_precision_1,inner_average_precision_2,inner_rows,selection_rank
final_all_training,final,b,1.0,None,0.962197278581538,0.9527430463155053,0.9695740391074452,0.9642747503216637,903,5
final_all_training,final,b,1.0,balanced,0.9623601051886598,0.9531666082558047,0.9693164033025068,0.9645973040076679,903,3
final_all_training,final,b,10.0,None,0.9629372430467568,0.9537564961693128,0.9752296202160589,0.959825612754899,903,2
final_all_training,final,b,10.0,balanced,0.96313754048278,0.9543268204479105,0.9748291035703481,0.9602566974300814,903,1
final_all_training,final,b,100.0,None,0.9528554929947974,0.9464796448724554,0.9650244576031675,0.9470623765087696,903,12
final_all_training,final,b,100.0,balanced,0.9533060535476938,0.945923482576144,0.9657950373527395,0.9481996407141979,903,11
final_all_training,final,c,0.01,None,0.935667547899855,0.9254227994578836,0.9413012264277032,0.9402786178139783,903,30
final_all_training,final,c,0.01,balanced,0.9359021621113272,0.925465679295457,0.9416503716602443,0.9405904353782806,903,29
final_all_training,final,c,0.1,None,0.9418262646878244,0.9318522915103968,0.9478400559020478,0.9457864466510284,903,24
final_all_training,final,c,0.1,balanced,0.9428948212806968,0.9330202066693203,0.9488314926613457,0.9468327645114246,903,22
final_all_training,final,c,1.0,None,0.956574011005057,0.9474237066388373,0.9656351056674406,0.956663220708893,903,10
final_all_training,final,c,1.0,balanced,0.95727910935386,0.947648835225313,0.966554478848961,0.9576340139873063,903,9
final_all_training,final,c,10.0,None,0.9621135508959503,0.9525354134281937,0.9741739873049666,0.959631251954691,903,6
final_all_training,final,c,10.0,balanced,0.9622458860143054,0.9525245241993396,0.9743660197882296,0.9598471140553468,903,4
final_all_training,final,c,100.0,None,0.961154576822076,0.9514268897461471,0.9744248297267798,0.9576120109933011,903,7
final_all_training,final,c,100.0,balanced,0.9599821978121285,0.9488535490219819,0.9742625283959526,0.9568305160184508,903,8
